Variables = "r1", "r2", "r3", "E"
   3.321800E+00,   8.452400E+00,   9.264500E+00,   4.042686E-04
   7.244200E+00,   9.538400E+00,   3.121300E+00,  -1.720837E-04
   9.333400E+00,   1.577500E+01,   7.923000E+00,   4.648077E-17
   8.061600E+00,   1.081600E+01,   7.426200E+00,   3.601959E-08
   6.349100E+00,   1.253300E+01,   8.102800E+00,   1.009017E-09
   3.205100E+00,   1.029000E+01,   8.149900E+00,  -1.168557E-04
   9.355600E+00,   8.741700E+00,   5.398500E+00,   6.116568E-06
   7.310800E+00,   8.971800E+00,   3.828700E+00,   6.146561E-04
   5.022200E+00,   1.087500E+01,   9.337900E+00,   1.249528E-06
   8.782400E+00,   1.061100E+01,   2.139700E+00,  -7.178182E-05
   7.445400E+00,   1.183800E+01,   4.849600E+00,  -6.568205E-06
   2.385500E+00,   4.931300E+00,   2.683500E+00,   8.842613E+00
   2.132100E+00,   3.483500E+00,   1.981100E+00,   1.670011E+01
   6.695300E+00,   1.317300E+01,   7.020300E+00,   1.251323E-09
   4.142400E+00,   8.038800E+00,   3.897400E+00,   3.150620E-01
   6.359100E+00,   5.773000E+00,   4.092700E+00,   7.455117E-02
   9.977400E+00,   1.531100E+01,   7.667100E+00,   7.693179E-17
   7.722400E+00,   1.686900E+01,   9.364300E+00,  -1.319773E-17
   6.853600E+00,   9.500400E+00,   4.783800E+00,   1.399629E-04
   6.731600E+00,   1.404200E+01,   7.634100E+00,   2.267494E-11
   6.425100E+00,   7.080700E+00,   4.664200E+00,   1.515997E-02
   6.323200E+00,   8.437100E+00,   3.308500E+00,   5.407767E-03
   2.800000E+00,   8.038700E+00,   5.736600E+00,   2.735123E-02
   7.830800E+00,   1.395900E+01,   9.571100E+00,   3.643353E-14
   4.124700E+00,   6.384000E+00,   4.617500E+00,   1.099180E-01
   5.866200E+00,   7.617200E+00,   4.199300E+00,   1.625848E-02
   7.490100E+00,   7.958000E+00,   4.033600E+00,   2.371793E-03
   3.363300E+00,   1.159900E+01,   8.294800E+00,  -3.786067E-04
   1.605400E+00,   4.450200E+00,   3.887100E+00,   1.737712E+00
   3.134600E+00,   8.374900E+00,   5.363500E+00,   3.595435E-02
   3.299200E+00,   8.106000E+00,   7.646900E+00,   2.572084E-03
   1.915700E+00,   7.134300E+00,   6.473400E+00,   4.948246E-03
   4.611500E+00,   1.238800E+01,   7.951900E+00,  -1.689101E-05
   4.717200E+00,   1.072200E+01,   8.383000E+00,   2.992624E-06
   5.833400E+00,   7.512500E+00,   3.216700E+00,   3.507005E-02
   6.167600E+00,   8.704500E+00,   6.610300E+00,   2.267870E-04
   5.072000E+00,   1.031500E+01,   6.354600E+00,   4.518616E-05
   2.065200E+00,   4.820500E+00,   2.798500E+00,   9.864196E+00
   2.846100E+00,   1.067300E+01,   7.895500E+00,  -5.137835E-04
   4.999100E+00,   8.240000E+00,   3.243400E+00,   7.709142E-02
   9.660700E+00,   1.217800E+01,   6.644200E+00,   9.992501E-11
   3.805700E+00,   5.882000E+00,   6.306500E+00,   8.645978E-02
   5.398800E+00,   1.456000E+01,   9.239100E+00,  -1.195234E-07
   3.408300E+00,   5.773900E+00,   2.573100E+00,   3.691450E+00
   5.371000E+00,   1.077600E+01,   6.334800E+00,   1.330763E-05
   8.246000E+00,   8.308400E+00,   1.704400E+00,  -5.259230E-04
   2.713700E+00,   1.069800E+01,   8.386300E+00,  -2.487889E-04
   3.739100E+00,   5.035900E+00,   4.231300E+00,   4.486913E-01
   6.424600E+00,   9.177400E+00,   4.555400E+00,   5.775235E-04
   3.546200E+00,   4.220600E+00,   2.598600E+00,   3.038508E+00
   9.257300E+00,   1.765800E+01,   9.962000E+00,   1.231310E-22
   1.964500E+00,   8.765600E+00,   9.079900E+00,   2.385663E-05
   5.946600E+00,   1.406600E+01,   8.120300E+00,  -3.890509E-09
   1.516400E+00,   4.991800E+00,   5.448200E+00,   2.454652E-01
   5.486300E+00,   1.016100E+01,   8.301800E+00,   1.871023E-06
   6.341600E+00,   1.086300E+01,   4.840700E+00,   1.518604E-05
   2.009900E+00,   5.130300E+00,   3.171100E+00,   6.252599E+00
   3.481300E+00,   5.438300E+00,   1.969000E+00,   3.837551E+00
   4.938600E+00,   6.191400E+00,   5.517100E+00,   6.153339E-02
   6.710100E+00,   7.456500E+00,   2.213700E+00,   9.177901E-03
   9.113600E+00,   1.125500E+01,   3.511300E+00,  -2.220479E-05
   7.534500E+00,   8.572200E+00,   1.953400E+00,  -1.158801E-04
   3.616600E+00,   1.128700E+01,   8.578400E+00,  -1.162029E-04
   6.907500E+00,   1.152200E+01,   5.261600E+00,   2.144192E-07
   7.771300E+00,   9.551600E+00,   7.749100E+00,   8.114940E-07
   2.783100E+00,   9.762400E+00,   7.571300E+00,  -2.826826E-04
   8.379600E+00,   1.326500E+01,   8.198600E+00,   2.619735E-12
   2.332500E+00,   5.881800E+00,   5.520300E+00,   1.473618E-01
   3.856500E+00,   4.856300E+00,   4.305500E+00,   4.871373E-01
   6.329300E+00,   1.250800E+01,   7.616500E+00,   3.208556E-09
   7.198100E+00,   1.159300E+01,   9.046200E+00,   9.143874E-10
   3.418700E+00,   4.389300E+00,   2.819600E+00,   2.839984E+00
   5.896700E+00,   6.891400E+00,   3.194600E+00,   6.495157E-02
   9.352800E+00,   1.225000E+01,   2.901100E+00,  -2.388451E-04
   5.685900E+00,   9.281000E+00,   6.919400E+00,   8.117298E-05
   5.343200E+00,   8.041000E+00,   2.741500E+00,   5.588837E-02
   1.989900E+00,   4.037800E+00,   2.296400E+00,   1.408290E+01
   4.632700E+00,   1.173100E+01,   7.322100E+00,  -2.141908E-05
   5.745400E+00,   9.250200E+00,   5.852600E+00,   2.849351E-04
   6.895800E+00,   1.594100E+01,   9.245700E+00,  -2.881885E-13
   3.792500E+00,   8.695200E+00,   9.860200E+00,   1.474598E-04
   7.165400E+00,   1.101000E+01,   3.891700E+00,  -3.109810E-04
   8.519900E+00,   1.098200E+01,   3.017200E+00,  -2.405435E-04
   5.542600E+00,   1.131000E+01,   5.834400E+00,   1.528464E-05
   5.350000E+00,   1.506000E+01,   9.762400E+00,  -1.275765E-07
   6.910700E+00,   9.767400E+00,   3.054100E+00,  -6.756041E-04
   5.334100E+00,   7.535500E+00,   2.268500E+00,   8.020090E-02
   8.250300E+00,   1.056300E+01,   2.332900E+00,  -2.235577E-04
   9.649400E+00,   1.622100E+01,   6.704400E+00,  -1.778154E-12
   4.201300E+00,   5.455600E+00,   4.125400E+00,   2.422376E-01
   5.386100E+00,   5.981800E+00,   1.820800E+00,   7.381066E-02
   3.934200E+00,   1.157500E+01,   8.946700E+00,  -2.907733E-05
   2.953500E+00,   7.056600E+00,   6.042000E+00,   5.103023E-02
   6.499600E+00,   1.049400E+01,   4.817100E+00,   2.602023E-05
   6.526000E+00,   1.277300E+01,   6.708100E+00,   1.041838E-08
   6.304500E+00,   1.183200E+01,   8.849800E+00,   2.402678E-09
   7.940300E+00,   9.140000E+00,   4.606100E+00,   1.010840E-04
   4.982100E+00,   1.052200E+01,   8.872900E+00,   2.153602E-06
   5.842800E+00,   7.539900E+00,   1.836200E+00,   2.668986E-02
   7.008800E+00,   8.404200E+00,   2.368900E+00,   1.708429E-03
   1.909700E+00,   7.252000E+00,   8.000300E+00,  -4.240689E-04
   4.340500E+00,   8.093100E+00,   3.771200E+00,   2.326613E-01
   1.587800E+00,   3.967800E+00,   4.084100E+00,   1.906015E+00
   9.933600E+00,   1.313600E+01,   3.918300E+00,  -4.084632E-05
   1.681900E+00,   4.063700E+00,   4.587500E+00,   1.219050E+00
   9.302600E+00,   1.836700E+01,   9.199200E+00,   1.313840E-22
   8.437900E+00,   1.047600E+01,   3.000500E+00,  -1.132589E-04
   8.411500E+00,   1.448300E+01,   8.912500E+00,   6.762794E-15
   9.534600E+00,   1.261700E+01,   5.329600E+00,  -7.002473E-09
   8.304300E+00,   1.449100E+01,   8.451100E+00,   2.133396E-14
   1.775900E+00,   9.957300E+00,   9.837100E+00,   1.432761E-05
   5.608800E+00,   8.776100E+00,   5.267600E+00,   1.488710E-03
   6.809300E+00,   1.032400E+01,   7.201000E+00,   1.248117E-06
   8.160600E+00,   9.216200E+00,   1.909500E+00,  -5.060008E-05
   3.592900E+00,   8.699800E+00,   8.827600E+00,   4.485962E-04
   7.223100E+00,   1.153600E+01,   4.337800E+00,  -7.965189E-05
   4.099900E+00,   1.008500E+01,   6.026000E+00,   1.883797E-04
   3.958400E+00,   8.045700E+00,   5.146500E+00,   3.258722E-02
   5.931400E+00,   7.170400E+00,   1.673300E+00,   1.629921E-02
   8.969700E+00,   1.318000E+01,   4.494700E+00,  -1.498745E-05
   4.615200E+00,   9.043400E+00,   4.507900E+00,   2.486533E-02
   8.569300E+00,   8.863300E+00,   7.487000E+00,   1.309490E-06
   5.765500E+00,   8.985100E+00,   5.189500E+00,   9.703120E-04
   5.727100E+00,   1.013000E+01,   5.754000E+00,   6.968668E-05
   3.775200E+00,   1.209800E+01,   8.664900E+00,  -1.452290E-04
   9.267700E+00,   1.181200E+01,   3.038600E+00,  -1.687951E-04
   7.559600E+00,   1.522000E+01,   8.423300E+00,   1.094291E-14
   6.485400E+00,   1.503100E+01,   8.667500E+00,  -2.474430E-11
   3.090700E+00,   6.259700E+00,   6.328900E+00,   8.758021E-02
   2.232700E+00,   9.299800E+00,   9.806500E+00,   7.145811E-05
   6.792600E+00,   1.091400E+01,   7.483300E+00,   1.784582E-07
   7.780900E+00,   1.189500E+01,   4.938400E+00,  -2.956059E-06
   2.979300E+00,   5.807400E+00,   4.948200E+00,   2.393119E-01
   2.525200E+00,   6.617500E+00,   6.010400E+00,   7.381734E-02
   4.697000E+00,   4.620000E+00,   3.189900E+00,   5.720713E-01
   3.973400E+00,   7.405300E+00,   6.449800E+00,   1.610080E-02
   7.099800E+00,   1.437600E+01,   7.278600E+00,   1.600193E-11
   1.577300E+00,   8.725700E+00,   7.241900E+00,  -2.770250E-04
   3.242400E+00,   8.253400E+00,   5.059800E+00,   6.957541E-02
   7.952200E+00,   1.027400E+01,   5.047200E+00,   4.544022E-06
   6.768300E+00,   9.916700E+00,   7.157800E+00,   3.829949E-06
   4.993800E+00,   8.994700E+00,   7.827600E+00,   9.180584E-05
   7.272800E+00,   1.136500E+01,   4.419200E+00,  -5.077460E-05
   4.320500E+00,   1.108300E+01,   7.989900E+00,  -2.385987E-05
   8.992100E+00,   1.054300E+01,   1.570700E+00,  -1.556351E-05
   3.968700E+00,   5.800800E+00,   2.980900E+00,   8.961830E-01
   8.542100E+00,   8.158100E+00,   2.594800E+00,   6.455350E-04
   9.221900E+00,   1.722100E+01,   8.016000E+00,   1.375132E-19
   9.363300E+00,   1.086300E+01,   4.942600E+00,   1.849570E-06
   7.946300E+00,   1.358800E+01,   5.655100E+00,  -4.017287E-08
   6.794600E+00,   8.904900E+00,   4.359000E+00,   7.363892E-04
   3.982600E+00,   9.221100E+00,   5.640000E+00,   4.028776E-03
   4.326700E+00,   4.710100E+00,   4.331200E+00,   4.271833E-01
   5.780200E+00,   9.551000E+00,   6.211400E+00,   9.815959E-05
   2.668000E+00,   1.103400E+01,   9.707200E+00,   3.096903E-05
   2.315000E+00,   9.604100E+00,   7.334300E+00,  -2.629380E-04
   7.586600E+00,   7.700600E+00,   5.196800E+00,   1.031549E-03
   7.463100E+00,   7.059600E+00,   2.377500E+00,   8.078305E-03
   5.089300E+00,   5.358300E+00,   1.619400E+00,   1.786802E-01
   4.141400E+00,   9.261000E+00,   5.836000E+00,   2.073375E-03
   8.677000E+00,   1.353400E+01,   4.867300E+00,  -3.554284E-06
   2.902900E+00,   8.763000E+00,   8.242000E+00,   6.591142E-04
   5.582100E+00,   6.870100E+00,   5.858600E+00,   1.560533E-02
   1.517200E+00,   6.428200E+00,   5.353700E+00,   1.044274E-01
   8.006800E+00,   8.604700E+00,   5.202800E+00,   1.176479E-04
   3.780400E+00,   8.240000E+00,   8.187500E+00,   9.235946E-04
   6.453300E+00,   1.167800E+01,   6.160400E+00,   4.270605E-07
   5.087700E+00,   1.111800E+01,   8.801100E+00,   5.254439E-07
   6.973000E+00,   1.186200E+01,   9.989600E+00,   7.672796E-11
   5.330900E+00,   8.903400E+00,   8.857300E+00,   1.325599E-05
   6.101800E+00,   1.518300E+01,   9.695600E+00,  -4.293153E-10
   1.939100E+00,   7.542700E+00,   8.290600E+00,  -2.299411E-04
   6.443000E+00,   1.138300E+01,   5.552500E+00,   2.472571E-06
   9.402700E+00,   1.168500E+01,   2.312200E+00,  -1.086358E-04
   9.008900E+00,   1.298500E+01,   4.701400E+00,  -4.937272E-06
   2.606300E+00,   8.950000E+00,   6.346900E+00,   1.924721E-03
   5.343900E+00,   6.963400E+00,   3.426800E+00,   8.239409E-02
   3.809600E+00,   1.032200E+01,   6.798100E+00,  -3.525773E-04
   8.835300E+00,   1.372300E+01,   7.406400E+00,   8.476898E-13
   5.585200E+00,   1.153200E+01,   7.905200E+00,   5.751803E-08
   7.321200E+00,   1.256000E+01,   5.311300E+00,  -5.528089E-07
   7.265000E+00,   1.451400E+01,   7.770000E+00,   1.272375E-12
   7.928000E+00,   1.562800E+01,   7.754000E+00,   1.091010E-14
   6.527300E+00,   9.558200E+00,   6.587400E+00,   2.540664E-05
   6.647400E+00,   8.424200E+00,   2.983200E+00,   3.866655E-03
   7.692300E+00,   1.095500E+01,   4.489700E+00,  -1.521719E-05
   5.890400E+00,   1.168100E+01,   6.095200E+00,   1.813692E-06
   9.069200E+00,   8.970100E+00,   1.970900E+00,   3.355302E-05
   8.981100E+00,   1.558300E+01,   7.411900E+00,   9.867996E-17
   8.000600E+00,   9.830400E+00,   8.088800E+00,   1.606190E-07
   4.407300E+00,   4.642400E+00,   4.741100E+00,   3.279165E-01
   8.094000E+00,   1.159500E+01,   4.715800E+00,  -5.345567E-06
   4.354300E+00,   3.865000E+00,   2.301600E+00,   1.998373E+00
   2.762000E+00,   1.040800E+01,   9.702900E+00,   1.361374E-04
   1.842800E+00,   8.256600E+00,   6.425400E+00,   4.294106E-03
   5.862100E+00,   7.958300E+00,   4.465200E+00,   8.330622E-03
   3.183900E+00,   5.871100E+00,   4.318100E+00,   4.038260E-01
   9.774000E+00,   1.767300E+01,   8.993600E+00,   4.997780E-22
   5.933500E+00,   1.058500E+01,   6.436300E+00,   6.593701E-06
   8.795000E+00,   1.450800E+01,   5.715900E+00,  -1.656204E-08
   2.369200E+00,   5.931000E+00,   5.985900E+00,   1.141945E-01
   6.297800E+00,   8.530500E+00,   4.747100E+00,   1.757073E-03
   3.052400E+00,   8.441500E+00,   6.900900E+00,   2.913937E-03
   1.566300E+00,   8.349300E+00,   6.984400E+00,  -6.270015E-04
   6.785400E+00,   8.826200E+00,   7.763700E+00,   1.674148E-05
   3.821000E+00,   1.080800E+01,   8.243400E+00,  -5.775003E-05
   4.879700E+00,   1.001400E+01,   5.496300E+00,   6.526751E-04
   2.423600E+00,   1.232800E+01,   9.906000E+00,  -1.051798E-04
   4.802300E+00,   1.074600E+01,   9.088600E+00,   3.611531E-06
   2.099700E+00,   5.438600E+00,   4.497500E+00,   4.272411E-01
   3.473000E+00,   8.915200E+00,   7.165100E+00,   8.685670E-04
   7.541300E+00,   1.003200E+01,   3.036100E+00,  -4.111151E-04
   5.360700E+00,   6.777600E+00,   2.987400E+00,   1.137330E-01
   4.759200E+00,   1.303600E+01,   9.103400E+00,  -3.395684E-06
   1.898500E+00,   6.342500E+00,   4.850800E+00,   2.394659E-01
   8.904200E+00,   1.201600E+01,   9.494200E+00,   4.494667E-12
   6.541300E+00,   1.058200E+01,   4.283800E+00,  -7.802416E-05
   1.849800E+00,   6.310400E+00,   4.580600E+00,   3.950142E-01
   3.567900E+00,   5.538300E+00,   2.420400E+00,   2.792379E+00
   6.206400E+00,   1.535300E+01,   9.409300E+00,  -2.181676E-10
   2.150300E+00,   8.642600E+00,   7.220800E+00,   3.988826E-04
   5.569500E+00,   7.779800E+00,   2.551700E+00,   4.783025E-02
   6.948600E+00,   7.874800E+00,   7.732300E+00,   7.986269E-05
   5.383800E+00,   4.931700E+00,   1.740400E+00,   2.015237E-01
   6.562600E+00,   1.151700E+01,   4.985800E+00,  -1.918954E-06
   3.805200E+00,   5.393300E+00,   4.195600E+00,   3.101276E-01
   8.080000E+00,   1.014200E+01,   6.297900E+00,   1.009373E-06
   9.306200E+00,   1.094000E+01,   5.831300E+00,   3.106283E-08
   7.210300E+00,   9.658500E+00,   2.758500E+00,  -4.389173E-04
   8.354500E+00,   1.215100E+01,   7.302800E+00,   5.155755E-10
   8.687200E+00,   9.497200E+00,   5.966000E+00,   2.416425E-06
   3.378100E+00,   8.245000E+00,   6.428000E+00,   6.449773E-03
   9.429100E+00,   1.243600E+01,   4.193800E+00,  -1.593055E-05
   5.169900E+00,   1.336000E+01,   8.834700E+00,  -5.080857E-07
   5.213100E+00,   1.105300E+01,   5.963600E+00,   2.875564E-05
   6.006900E+00,   9.579000E+00,   3.573300E+00,   6.208701E-04
   4.967600E+00,   7.368600E+00,   7.701400E+00,   1.737936E-03
   2.256400E+00,   4.762200E+00,   3.117300E+00,   5.258304E+00
   2.744000E+00,   1.191300E+01,   9.831200E+00,  -7.525292E-05
   4.808400E+00,   8.737600E+00,   5.802600E+00,   2.094362E-03
   6.326300E+00,   1.578300E+01,   9.682500E+00,  -6.600919E-11
   7.635400E+00,   9.003000E+00,   2.748800E+00,   4.091124E-04
   7.318000E+00,   1.362600E+01,   6.317300E+00,   2.933109E-10
   5.122700E+00,   9.696800E+00,   5.843200E+00,   3.157094E-04
   4.455500E+00,   6.363400E+00,   2.240600E+00,   5.987038E-01
   7.626500E+00,   9.025100E+00,   1.639300E+00,  -2.291436E-04
   7.278300E+00,   9.131200E+00,   4.878900E+00,   1.633789E-04
   5.328300E+00,   1.196400E+01,   6.637200E+00,   9.777084E-08
   3.719700E+00,   4.666800E+00,   2.571700E+00,   1.922926E+00
   7.761100E+00,   7.741000E+00,   1.988400E+00,  -5.066869E-05
   2.686400E+00,   1.126800E+01,   8.694200E+00,  -2.715058E-04
   3.047300E+00,   4.597300E+00,   1.626400E+00,   7.355395E+00
   8.561600E+00,   1.433900E+01,   9.864500E+00,   1.169664E-15
   2.999300E+00,   4.392900E+00,   1.606200E+00,   7.674254E+00
   5.133300E+00,   1.400500E+01,   8.902600E+00,  -7.387710E-07
   8.114600E+00,   9.334100E+00,   3.522100E+00,   3.297733E-04
   5.369300E+00,   8.808400E+00,   4.661700E+00,   4.481391E-03
   8.531100E+00,   1.215600E+01,   6.635200E+00,   9.961575E-10
   1.507600E+00,   7.123000E+00,   6.431600E+00,  -1.903325E-02
   9.382000E+00,   1.364200E+01,   4.618600E+00,  -6.988962E-06
   8.339800E+00,   1.396200E+01,   9.392800E+00,   2.118370E-14
   5.396200E+00,   7.240900E+00,   2.953200E+00,   8.409181E-02
   8.357300E+00,   1.765000E+01,   9.414000E+00,   1.552450E-20
   2.029900E+00,   1.059400E+01,   8.657600E+00,  -7.778982E-05
   5.065800E+00,   7.287700E+00,   4.365000E+00,   3.793148E-02
   2.905600E+00,   3.819500E+00,   3.554300E+00,   3.629252E+00
   4.923700E+00,   6.049000E+00,   2.610500E+00,   2.453331E-01
   4.920900E+00,   1.253200E+01,   8.770900E+00,  -1.487609E-06
   6.283300E+00,   7.511000E+00,   5.897500E+00,   3.370225E-03
   5.555700E+00,   8.396100E+00,   4.578100E+00,   5.911365E-03
   7.631400E+00,   8.768500E+00,   6.459700E+00,   3.570752E-05
   2.559900E+00,   6.935400E+00,   5.489500E+00,   9.341076E-02
   1.929300E+00,   6.794500E+00,   6.006500E+00,   2.238655E-02
   6.032700E+00,   8.425700E+00,   2.688900E+00,   1.010581E-02
   9.770400E+00,   1.622600E+01,   6.680300E+00,  -2.116474E-12
   7.051400E+00,   7.078200E+00,   6.159600E+00,   1.931484E-03
   7.926100E+00,   1.279000E+01,   8.251400E+00,   2.760910E-11
   1.923700E+00,   7.553600E+00,   5.900500E+00,   2.341928E-02
   9.202400E+00,   9.871100E+00,   4.609100E+00,   1.675179E-05
   8.812200E+00,   9.089000E+00,   3.855500E+00,   2.497458E-04
   7.876100E+00,   1.344500E+01,   6.769000E+00,   5.711810E-11
   5.140300E+00,   9.055700E+00,   6.282500E+00,   4.789773E-04
   5.152500E+00,   1.201900E+01,   8.195800E+00,  -5.183681E-07
   7.054700E+00,   1.555100E+01,   9.547800E+00,  -3.718588E-14
   8.526700E+00,   1.245200E+01,   4.256300E+00,  -4.468854E-05
   3.586700E+00,   6.284000E+00,   3.217300E+00,   1.668756E+00
   8.004800E+00,   1.614600E+01,   9.222800E+00,   1.392898E-17
   9.670500E+00,   9.568700E+00,   7.081900E+00,   5.612582E-08
   3.570600E+00,   8.414400E+00,   8.353300E+00,   8.038552E-04
   5.969300E+00,   1.254500E+01,   9.266300E+00,   2.590455E-10
   9.491400E+00,   1.813200E+01,   9.161100E+00,   1.519632E-22
   9.040400E+00,   1.232000E+01,   3.300000E+00,  -2.661379E-04
   3.199100E+00,   5.978500E+00,   2.910900E+00,   4.284477E+00
   7.079600E+00,   8.583500E+00,   5.308600E+00,   4.017756E-04
   6.182200E+00,   1.341200E+01,   7.265400E+00,   5.396741E-10
   8.018300E+00,   1.042900E+01,   9.556900E+00,   1.900792E-09
   8.084700E+00,   1.079800E+01,   7.639900E+00,   2.578476E-08
   6.000800E+00,   7.350100E+00,   5.499400E+00,   7.885725E-03
   5.761000E+00,   1.223000E+01,   6.479000E+00,   3.420216E-07
   5.314800E+00,   7.317700E+00,   3.688000E+00,   5.437106E-02
   6.334800E+00,   1.232800E+01,   9.459700E+00,   1.753113E-10
   6.024100E+00,   5.767600E+00,   5.191400E+00,   5.251153E-02
   5.235300E+00,   1.471000E+01,   9.979600E+00,  -2.025397E-07
   7.675700E+00,   8.445500E+00,   3.087200E+00,   1.548921E-03
   7.527600E+00,   1.154000E+01,   6.010000E+00,   8.785668E-08
   5.428000E+00,   1.147200E+01,   6.262100E+00,   4.264487E-06
   8.613500E+00,   8.993500E+00,   3.076800E+00,   5.059778E-04
   9.889100E+00,   1.376600E+01,   6.570100E+00,  -4.209204E-13
   1.891400E+00,   5.568100E+00,   3.973800E+00,   1.347125E+00
   7.229200E+00,   1.039600E+01,   3.168000E+00,  -8.094315E-04
   7.058900E+00,   1.514300E+01,   8.930900E+00,  -4.088911E-14
   3.667100E+00,   1.151500E+01,   8.332300E+00,  -1.935989E-04
   5.259900E+00,   8.456900E+00,   3.838400E+00,   2.301053E-02
   9.899000E+00,   1.253900E+01,   2.644400E+00,  -1.454150E-04
   4.417500E+00,   5.916000E+00,   2.327800E+00,   5.786285E-01
   2.204700E+00,   4.620000E+00,   2.492500E+00,   1.163145E+01
   7.023300E+00,   9.768000E+00,   2.892900E+00,  -6.593907E-04
   6.858600E+00,   6.370200E+00,   3.367600E+00,   4.567919E-02
   5.299600E+00,   6.078900E+00,   3.295400E+00,   1.622082E-01
   5.955900E+00,   1.450400E+01,   9.577600E+00,  -1.299455E-09
   6.318700E+00,   1.182300E+01,   8.071600E+00,   9.830586E-09
   6.398000E+00,   6.278200E+00,   5.886400E+00,   1.403516E-02
   7.190100E+00,   8.466500E+00,   2.200800E+00,   7.643422E-04
   8.044700E+00,   1.142300E+01,   5.730900E+00,   6.756058E-08
   1.757000E+00,   7.348700E+00,   6.116300E+00,   9.038535E-03
   2.836000E+00,   1.170800E+01,   8.911500E+00,  -2.877896E-04
   9.251900E+00,   8.829500E+00,   3.879200E+00,   2.134480E-04
   3.468000E+00,   3.494800E+00,   2.772500E+00,   5.131987E+00
   7.204800E+00,   1.521000E+01,   9.175800E+00,  -5.231356E-15
   4.175900E+00,   8.024600E+00,   5.595400E+00,   1.315547E-02
   6.847000E+00,   1.331200E+01,   8.957900E+00,   6.723529E-12
   8.778000E+00,   1.111500E+01,   2.881800E+00,  -1.931875E-04
   4.945000E+00,   6.307200E+00,   1.724100E+00,   2.054133E-01
   6.114400E+00,   1.151300E+01,   6.553200E+00,   5.331369E-07
   9.379800E+00,   1.440500E+01,   5.195500E+00,  -3.871602E-07
   4.017300E+00,   9.270700E+00,   9.602700E+00,   1.159588E-04
   3.741400E+00,   5.751000E+00,   2.940700E+00,   1.396177E+00
   8.568200E+00,   1.250400E+01,   4.413800E+00,  -2.336949E-05
   8.926000E+00,   1.077600E+01,   4.271000E+00,   1.827567E-05
   7.498100E+00,   1.435000E+01,   6.863200E+00,   1.424640E-11
   7.655200E+00,   1.087400E+01,   9.539000E+00,   1.176124E-09
   6.958800E+00,   7.728100E+00,   3.035000E+00,   9.230223E-03
   7.024800E+00,   1.076100E+01,   4.136300E+00,  -1.395666E-04
   4.548600E+00,   1.000000E+01,   5.597200E+00,   9.031327E-04
   4.672200E+00,   8.642300E+00,   4.871300E+00,   1.249669E-02
   1.862700E+00,   9.246900E+00,   7.476200E+00,  -8.079402E-05
   1.601200E+00,   6.153200E+00,   4.789100E+00,   3.300066E-01
   6.276900E+00,   8.699000E+00,   6.979700E+00,   1.286151E-04
   5.382000E+00,   1.274500E+01,   7.413000E+00,  -3.399993E-07
   7.484300E+00,   1.141600E+01,   8.320100E+00,   3.854588E-09
   7.250400E+00,   1.069300E+01,   3.488200E+00,  -6.134369E-04
   3.649900E+00,   6.927200E+00,   3.496700E+00,   1.309968E+00
   5.741300E+00,   6.387500E+00,   1.827800E+00,   3.070301E-02
   2.779300E+00,   5.339000E+00,   2.738000E+00,   6.579651E+00
   9.597600E+00,   1.013600E+01,   5.393400E+00,   4.026717E-07
   3.165400E+00,   1.154700E+01,   9.971900E+00,   3.437605E-05
   2.788400E+00,   9.647400E+00,   9.314700E+00,   2.402392E-04
   3.599600E+00,   7.570600E+00,   8.454600E+00,   1.466290E-03
   7.383800E+00,   9.861900E+00,   2.661500E+00,  -4.795481E-04
   9.866500E+00,   1.344300E+01,   6.270200E+00,  -1.674312E-12
   5.711000E+00,   8.496100E+00,   3.074300E+00,   1.599784E-02
   8.729300E+00,   9.089500E+00,   2.317500E+00,   1.560308E-04
   5.570500E+00,   6.405200E+00,   1.708800E+00,   3.544896E-02
   2.000000E+00,   6.261000E+00,   5.150100E+00,   1.361071E-01
   3.688900E+00,   4.490500E+00,   4.094300E+00,   9.194333E-01
   2.613800E+00,   8.366000E+00,   8.860000E+00,   4.053195E-04
   9.060500E+00,   1.219100E+01,   5.975300E+00,   1.077894E-09
   7.617400E+00,   1.316100E+01,   5.576200E+00,  -8.256987E-08
   3.892400E+00,   1.112800E+01,   7.312700E+00,  -2.831933E-04
   4.745000E+00,   1.322800E+01,   8.915100E+00,  -4.922434E-06
   8.759600E+00,   9.696500E+00,   1.899200E+00,  -1.323935E-06
   5.672200E+00,   7.035000E+00,   5.643500E+00,   1.401101E-02
   8.672700E+00,   1.379800E+01,   8.570200E+00,   1.090804E-13
   5.417700E+00,   1.234100E+01,   7.118500E+00,  -2.320325E-07
   4.697900E+00,   9.651700E+00,   9.550600E+00,   1.200044E-05
   2.429400E+00,   8.946800E+00,   7.232800E+00,   3.141783E-04
   3.309700E+00,   1.048300E+01,   7.835000E+00,  -3.133657E-04
   5.618800E+00,   1.211100E+01,   7.056000E+00,   4.437352E-08
   1.686500E+00,   8.639800E+00,   7.605800E+00,  -5.663562E-04
   8.383700E+00,   1.133900E+01,   4.521100E+00,  -5.473954E-06
   7.762800E+00,   1.142800E+01,   4.408800E+00,  -3.247068E-05
   5.622800E+00,   9.533900E+00,   4.230100E+00,   2.203885E-03
   1.882900E+00,   6.756300E+00,   5.246700E+00,   1.102097E-01
   3.384200E+00,   1.289700E+01,   9.763900E+00,  -1.455327E-04
   5.645400E+00,   1.191500E+01,   7.267700E+00,   5.601799E-08
